item_id,name,calories,protein,carbs,fat,fiber,diet_type,meal_type,goal_tag
593,Steamed Rice Bowl with Olive Oil,279,38,42,27,4,Vegetarian,Lunch,Weight Loss
594,Grilled Stir-Fry with Herbs,435,31,52,10,5,Vegan,Lunch,Maintenance
595,Creamy Salad Delight,374,19,62,12,6,Vegetarian,Lunch,Weight Loss
596,Grilled Rice Bowl with Olive Oil,309,14,64,19,6,Non-Vegetarian,Lunch,Weight Loss
597,Tandoori Lentil Platter,748,5,43,18,4,Vegetarian,Lunch,Muscle Gain
598,Classic Paneer with Garlic Sauce,434,17,41,25,4,Vegan,Lunch,Maintenance
599,Baked Rice Bowl with Basmati Rice,790,13,16,30,2,Non-Vegetarian,Lunch,Muscle Gain
600,Lemon Avocado Toast with Garlic Sauce,687,45,22,31,2,Vegan,Lunch,Muscle Gain
601,Steamed Quinoa Salad with Olive Oil,631,45,88,28,8,Vegan,Lunch,Muscle Gain
602,Baked Oatmeal with Herbs,415,15,60,9,6,Non-Vegetarian,Lunch,Maintenance
603,Spicy Soup with Olive Oil,533,35,69,20,6,Vegan,Lunch,Maintenance
604,Crispy Lentil with Basmati Rice,621,40,65,28,6,Vegan,Lunch,Muscle Gain
605,Roasted Tofu with Olive Oil,261,8,55,12,5,Vegan,Lunch,Weight Loss
606,Crispy Paneer Delight,502,21,79,26,7,Vegan,Lunch,Maintenance
607,Spicy Quinoa Salad with Herbs,396,11,14,27,2,Vegan,Lunch,Weight Loss
608,Roasted Pasta with Herbs,679,45,17,26,2,Non-Vegetarian,Lunch,Muscle Gain
609,Steamed Salmon with Avocado,771,40,63,9,6,Non-Vegetarian,Lunch,Muscle Gain
610,Grilled Pasta with Basmati Rice,438,21,48,8,4,Vegetarian,Lunch,Maintenance
611,Tandoori Soup with Basmati Rice,774,44,77,18,7,Vegetarian,Lunch,Muscle Gain
612,Grilled Stir-Fry with Steamed Veggies,512,15,54,31,5,Vegetarian,Lunch,Maintenance
613,Steamed Tofu with Olive Oil,688,13,74,33,7,Vegan,Lunch,Muscle Gain
614,Lemon Pasta Special,215,22,62,17,6,Vegan,Lunch,Weight Loss
615,Steamed Salad Delight,619,33,20,3,2,Non-Vegetarian,Lunch,Muscle Gain
616,Spicy Tofu Platter,289,35,87,21,8,Non-Vegetarian,Lunch,Weight Loss
617,Baked Beef with Herbs,515,24,74,23,7,Non-Vegetarian,Lunch,Maintenance
618,Roasted Pasta with Steamed Veggies,308,29,16,8,2,Vegan,Lunch,Weight Loss
619,Tandoori Chicken with Garlic Sauce,659,29,50,5,5,Non-Vegetarian,Lunch,Muscle Gain
620,Baked Beef with Basmati Rice,234,6,89,8,8,Non-Vegetarian,Lunch,Weight Loss
621,Healthy Salad with Basmati Rice,602,16,72,9,7,Vegetarian,Lunch,Muscle Gain
622,Steamed Chicken with Steamed Veggies,599,22,29,24,2,Non-Vegetarian,Lunch,Maintenance
623,Creamy Salmon with Herbs,237,14,72,4,7,Non-Vegetarian,Lunch,Weight Loss
624,Roasted Paneer Special,582,13,68,15,6,Non-Vegetarian,Lunch,Maintenance
625,Roasted Avocado Toast Delight,485,5,64,18,6,Non-Vegetarian,Lunch,Maintenance
626,Spicy Avocado Toast with Basmati Rice,732,26,62,24,6,Vegan,Lunch,Muscle Gain
627,Classic Pasta Delight,546,12,71,5,7,Non-Vegetarian,Lunch,Maintenance
628,Roasted Lentil with Garlic Sauce,571,13,66,24,6,Vegan,Lunch,Maintenance
629,Creamy Tofu with Herbs,792,5,77,16,7,Non-Vegetarian,Lunch,Muscle Gain
630,Tandoori Oatmeal with Herbs,372,9,56,15,5,Vegetarian,Lunch,Weight Loss
631,Tandoori Tofu with Basmati Rice,634,36,45,20,4,Non-Vegetarian,Lunch,Muscle Gain
632,Lemon Tofu with Avocado,396,6,41,22,4,Vegetarian,Lunch,Weight Loss
633,Spicy Oatmeal Delight,220,8,20,23,2,Non-Vegetarian,Lunch,Weight Loss
634,Healthy Paneer with Basmati Rice,481,33,62,19,6,Vegan,Lunch,Maintenance
635,Crispy Rice Bowl with Garlic Sauce,571,12,78,18,7,Vegetarian,Lunch,Maintenance
636,Steamed Lentil Special,234,22,20,34,2,Vegetarian,Lunch,Weight Loss
637,Roasted Oatmeal with Garlic Sauce,372,8,61,30,6,Vegan,Lunch,Weight Loss
638,Garlic Rice Bowl with Avocado,229,23,43,18,4,Vegetarian,Lunch,Weight Loss
639,Spicy Tofu with Avocado,681,21,30,32,3,Vegan,Lunch,Muscle Gain
640,Crispy Avocado Toast with Garlic Sauce,776,42,37,3,3,Non-Vegetarian,Lunch,Muscle Gain
641,Spicy Quinoa Salad with Garlic Sauce,530,8,19,27,2,Vegan,Lunch,Maintenance
642,Tandoori Quinoa Salad Special,491,14,25,22,2,Vegan,Lunch,Maintenance
643,Lemon Salad with Avocado,447,32,90,15,9,Vegan,Lunch,Maintenance
644,Tandoori Salad with Basmati Rice,757,44,89,31,8,Non-Vegetarian,Lunch,Muscle Gain
645,Crispy Beef with Basmati Rice,295,37,80,22,8,Non-Vegetarian,Lunch,Weight Loss
646,Baked Oatmeal with Avocado,586,38,41,9,4,Vegetarian,Lunch,Maintenance
647,Creamy Pasta with Steamed Veggies,363,32,53,20,5,Vegetarian,Lunch,Weight Loss
648,Steamed Salad Platter,369,21,77,30,7,Vegan,Lunch,Weight Loss
649,Baked Rice Bowl with Olive Oil,648,38,67,10,6,Non-Vegetarian,Lunch,Muscle Gain
650,Grilled Paneer Platter,425,5,19,6,2,Vegan,Lunch,Maintenance
651,Baked Paneer with Olive Oil,270,20,57,21,5,Non-Vegetarian,Lunch,Weight Loss
652,Spicy Avocado Toast with Olive Oil,796,40,28,30,2,Non-Vegetarian,Lunch,Muscle Gain
653,Tandoori Tofu with Olive Oil,521,12,48,35,4,Vegetarian,Lunch,Maintenance
654,Tandoori Soup Special,378,44,82,22,8,Vegan,Lunch,Weight Loss
655,Roasted Soup Delight,658,6,21,21,2,Non-Vegetarian,Lunch,Muscle Gain
656,Roasted Beef Platter,489,11,34,21,3,Non-Vegetarian,Lunch,Maintenance
657,Garlic Beef Platter,214,40,62,8,6,Non-Vegetarian,Lunch,Weight Loss
658,Tandoori Salmon Special,244,25,70,27,7,Non-Vegetarian,Lunch,Weight Loss
659,Creamy Lentil with Garlic Sauce,502,6,60,20,6,Vegetarian,Lunch,Maintenance
660,Healthy Stir-Fry with Avocado,558,24,60,11,6,Vegetarian,Lunch,Maintenance
661,Garlic Avocado Toast Delight,235,13,18,18,2,Vegan,Lunch,Weight Loss
662,Classic Avocado Toast Special,682,8,27,16,2,Vegetarian,Lunch,Muscle Gain
663,Spicy Soup Platter,431,45,39,6,3,Vegan,Lunch,Maintenance
664,Crispy Pasta with Avocado,616,35,71,15,7,Vegan,Lunch,Muscle Gain
665,Baked Rice Bowl with Steamed Veggies,274,17,85,16,8,Vegan,Lunch,Weight Loss
666,Steamed Chicken Platter,234,9,16,3,2,Non-Vegetarian,Lunch,Weight Loss
667,Roasted Lentil with Steamed Veggies,694,36,12,3,2,Non-Vegetarian,Lunch,Muscle Gain
668,Baked Rice Bowl with Garlic Sauce,695,9,56,19,5,Vegetarian,Lunch,Muscle Gain
669,Grilled Stir-Fry with Basmati Rice,690,25,32,28,3,Vegetarian,Lunch,Muscle Gain
670,Baked Paneer with Avocado,522,33,89,6,8,Vegetarian,Lunch,Maintenance
671,Creamy Lentil Platter,487,43,78,13,7,Vegan,Lunch,Maintenance
672,Grilled Rice Bowl with Herbs,517,32,40,6,4,Non-Vegetarian,Lunch,Maintenance
673,Grilled Soup with Steamed Veggies,543,5,58,22,5,Non-Vegetarian,Lunch,Maintenance
674,Classic Tofu with Basmati Rice,555,25,31,8,3,Vegetarian,Lunch,Maintenance
675,Garlic Oatmeal with Herbs,760,10,53,33,5,Vegetarian,Lunch,Muscle Gain
676,Tandoori Paneer Special,239,30,52,18,5,Vegetarian,Lunch,Weight Loss
677,Lemon Beef Special,725,6,11,33,2,Non-Vegetarian,Lunch,Muscle Gain
678,Spicy Salmon with Garlic Sauce,512,22,64,27,6,Non-Vegetarian,Lunch,Maintenance
679,Tandoori Wrap with Garlic Sauce,371,9,15,22,2,Vegan,Lunch,Weight Loss
680,Baked Tofu Delight,302,16,15,21,2,Vegetarian,Lunch,Weight Loss
681,Healthy Pasta Special,420,34,34,24,3,Vegan,Lunch,Maintenance
682,Baked Chicken with Olive Oil,677,14,15,12,2,Non-Vegetarian,Lunch,Muscle Gain
683,Steamed Lentil with Olive Oil,569,23,37,33,3,Vegan,Lunch,Maintenance
684,Lemon Tofu with Garlic Sauce,578,19,15,16,2,Vegetarian,Lunch,Maintenance
685,Creamy Rice Bowl with Herbs,265,21,38,26,3,Vegetarian,Lunch,Weight Loss
686,Lemon Soup Special,532,5,31,20,3,Vegan,Lunch,Maintenance
687,Healthy Tofu with Basmati Rice,744,29,34,15,3,Non-Vegetarian,Lunch,Muscle Gain
688,Classic Oatmeal with Herbs,507,7,83,27,8,Vegetarian,Lunch,Maintenance
689,Crispy Soup with Basmati Rice,341,24,77,11,7,Non-Vegetarian,Lunch,Weight Loss
690,Lemon Oatmeal with Garlic Sauce,398,5,25,4,2,Non-Vegetarian,Lunch,Weight Loss
691,Lemon Lentil with Garlic Sauce,745,25,66,10,6,Vegetarian,Lunch,Muscle Gain
692,Healthy Avocado Toast with Olive Oil,654,8,26,4,2,Vegan,Lunch,Muscle Gain
693,Roasted Lentil with Avocado,467,20,72,14,7,Non-Vegetarian,Lunch,Maintenance
694,Roasted Stir-Fry with Herbs,508,27,63,3,6,Non-Vegetarian,Lunch,Maintenance
695,Spicy Salad Platter,318,9,40,31,4,Vegan,Lunch,Weight Loss
696,Crispy Avocado Toast with Basmati Rice,288,31,76,34,7,Non-Vegetarian,Lunch,Weight Loss
697,Tandoori Stir-Fry with Basmati Rice,352,41,10,29,2,Vegetarian,Lunch,Weight Loss
698,Crispy Beef with Avocado,379,14,30,18,3,Non-Vegetarian,Lunch,Weight Loss
699,Baked Stir-Fry with Olive Oil,560,15,74,18,7,Non-Vegetarian,Lunch,Maintenance
700,Grilled Quinoa Salad with Steamed Veggies,549,29,22,30,2,Vegetarian,Lunch,Maintenance
701,Tandoori Quinoa Salad Platter,760,16,12,14,2,Vegetarian,Lunch,Muscle Gain
702,Roasted Oatmeal with Avocado,678,32,24,34,2,Vegan,Lunch,Muscle Gain
703,Classic Stir-Fry with Garlic Sauce,308,32,78,4,7,Vegan,Lunch,Weight Loss
704,Lemon Salad Special,206,20,70,24,7,Vegan,Lunch,Weight Loss
705,Tandoori Soup with Avocado,260,44,51,14,5,Vegetarian,Lunch,Weight Loss
706,Crispy Beef with Steamed Veggies,365,39,82,7,8,Non-Vegetarian,Lunch,Weight Loss
707,Tandoori Tofu with Garlic Sauce,782,37,73,13,7,Non-Vegetarian,Lunch,Muscle Gain
708,Garlic Soup Platter,462,27,63,33,6,Non-Vegetarian,Lunch,Maintenance
709,Healthy Wrap Special,392,35,23,24,2,Vegetarian,Lunch,Weight Loss
710,Tandoori Soup with Olive Oil,212,29,37,32,3,Vegan,Lunch,Weight Loss
711,Creamy Soup with Avocado,212,12,21,27,2,Non-Vegetarian,Lunch,Weight Loss
712,Garlic Salmon Delight,386,37,24,31,2,Non-Vegetarian,Lunch,Weight Loss
713,Lemon Pasta with Avocado,396,21,62,31,6,Vegan,Lunch,Weight Loss
714,Garlic Lentil Special,588,6,87,18,8,Vegetarian,Lunch,Maintenance
715,Tandoori Paneer with Olive Oil,744,40,86,28,8,Vegetarian,Lunch,Muscle Gain
716,Creamy Rice Bowl Delight,387,33,55,32,5,Non-Vegetarian,Lunch,Weight Loss
717,Roasted Wrap Platter,327,30,11,15,2,Vegetarian,Lunch,Weight Loss
718,Classic Rice Bowl with Steamed Veggies,567,17,24,15,2,Vegetarian,Lunch,Maintenance
719,Grilled Oatmeal with Olive Oil,741,43,57,18,5,Vegetarian,Lunch,Muscle Gain
720,Lemon Lentil with Steamed Veggies,589,8,56,30,5,Non-Vegetarian,Lunch,Maintenance
721,Tandoori Rice Bowl with Garlic Sauce,647,45,46,9,4,Non-Vegetarian,Lunch,Muscle Gain
722,Spicy Pasta with Avocado,780,45,87,5,8,Vegetarian,Lunch,Muscle Gain
723,Grilled Tofu with Basmati Rice,230,25,27,17,2,Vegan,Lunch,Weight Loss
724,Garlic Lentil with Olive Oil,670,13,45,22,4,Non-Vegetarian,Lunch,Muscle Gain
725,Creamy Avocado Toast Delight,712,27,55,11,5,Vegan,Lunch,Muscle Gain
726,Classic Lentil with Steamed Veggies,441,36,19,5,2,Non-Vegetarian,Lunch,Maintenance
727,Garlic Soup Special,745,8,49,5,4,Vegetarian,Lunch,Muscle Gain
728,Roasted Avocado Toast with Steamed Veggies,578,18,46,30,4,Vegan,Lunch,Maintenance
729,Garlic Chicken Special,469,44,58,18,5,Non-Vegetarian,Lunch,Maintenance
730,Spicy Salad Special,581,39,23,31,2,Vegetarian,Lunch,Maintenance
731,Crispy Oatmeal Delight,210,25,63,14,6,Vegan,Lunch,Weight Loss
732,Lemon Pasta with Herbs,350,14,31,33,3,Vegan,Lunch,Weight Loss
733,Healthy Rice Bowl with Herbs,257,33,17,23,2,Vegan,Lunch,Weight Loss
734,Grilled Rice Bowl with Steamed Veggies,657,25,48,5,4,Vegetarian,Lunch,Muscle Gain
735,Tandoori Beef Special,233,41,20,34,2,Non-Vegetarian,Lunch,Weight Loss
736,Garlic Tofu with Herbs,411,41,69,32,6,Vegetarian,Lunch,Maintenance
737,Steamed Beef with Olive Oil,624,15,63,14,6,Non-Vegetarian,Lunch,Muscle Gain
738,Grilled Quinoa Salad Delight,762,34,22,24,2,Vegetarian,Lunch,Muscle Gain
739,Lemon Quinoa Salad with Steamed Veggies,403,27,77,12,7,Non-Vegetarian,Lunch,Maintenance
740,Steamed Beef Special,784,45,49,16,4,Non-Vegetarian,Lunch,Muscle Gain
741,Grilled Lentil with Steamed Veggies,346,11,39,3,3,Non-Vegetarian,Lunch,Weight Loss
742,Roasted Rice Bowl Platter,432,30,26,25,2,Vegan,Lunch,Maintenance
743,Grilled Beef with Herbs,563,43,73,4,7,Non-Vegetarian,Lunch,Maintenance
744,Lemon Tofu with Olive Oil,565,26,20,29,2,Non-Vegetarian,Lunch,Maintenance
745,Baked Salmon Platter,224,24,11,16,2,Non-Vegetarian,Lunch,Weight Loss
746,Garlic Oatmeal with Steamed Veggies,648,36,56,30,5,Vegan,Lunch,Muscle Gain
747,Lemon Avocado Toast Platter,743,17,14,27,2,Vegan,Lunch,Muscle Gain
748,Creamy Lentil Delight,507,7,39,19,3,Vegetarian,Lunch,Maintenance
749,Crispy Oatmeal with Olive Oil,381,39,35,3,3,Vegetarian,Lunch,Weight Loss
750,Baked Paneer with Herbs,662,26,25,35,2,Vegan,Lunch,Muscle Gain
751,Garlic Rice Bowl with Herbs,645,19,31,20,3,Vegan,Lunch,Muscle Gain
752,Creamy Soup with Garlic Sauce,617,24,30,4,3,Non-Vegetarian,Lunch,Muscle Gain
753,Creamy Tofu with Basmati Rice,704,18,27,28,2,Vegan,Lunch,Muscle Gain
754,Stir-Fry Tofu & Vegetables,340,20,30,14,3,Vegan,Dinner,Weight Loss
755,Baked Sweet Potato Bowl,360,14,52,10,5,Vegan,Dinner,Weight Loss
756,Roasted Vegetable Soup,220,8,30,8,3,Vegan,Dinner,Weight Loss
757,Mushroom & Spinach Pasta,420,14,55,16,5,Vegan,Dinner,Maintenance
758,Paneer Tikka Masala,440,24,28,26,2,Veg,Dinner,Maintenance
759,Grilled Paneer Salad,380,24,18,22,2,Veg,Dinner,Weight Loss
760,Mixed Veg Curry + Chapati,400,14,52,14,5,Veg,Dinner,Maintenance
761,Vegetable Khichdi,340,16,50,8,5,Veg,Dinner,Weight Loss
762,Grilled Salmon + Asparagus,450,38,12,28,2,Non-Veg,Dinner,Maintenance
763,Chicken Stir-Fry,380,32,25,16,2,Non-Veg,Dinner,Weight Loss
764,Chicken Tikka with Raita,350,34,12,18,2,Non-Veg,Dinner,Weight Loss
765,Egg Curry with Chapati,380,22,35,18,3,Non-Veg,Dinner,Weight Loss
766,Palak Paneer,400,18,15,28,2,Vegetarian,Dinner,Maintenance
767,Fish Curry (Meen Moilee),450,30,12,25,2,Non-Vegetarian,Dinner,Maintenance
768,BBQ Ribs with Coleslaw,850,40,30,60,3,Non-Vegetarian,Dinner,Muscle Gain
769,Spaghetti Bolognese,650,30,75,22,7,Non-Vegetarian,Dinner,Muscle Gain
770,Beef Enchiladas,700,35,50,38,5,Non-Vegetarian,Dinner,Muscle Gain
771,Tofu Pad Thai,480,16,65,18,6,Vegan,Dinner,Maintenance
772,Baked Salmon with Asparagus,450,40,8,25,2,Non-Vegetarian,Dinner,Maintenance
773,Paneer Butter Masala with Jeera Rice,520,22,55,24,4,Vegetarian,Dinner,Maintenance
774,Grilled Salmon with Veggies,420,35,18,24,5,Non-Vegetarian,Dinner,Maintenance
775,Dal Makhani,380,16,48,14,10,Vegetarian,Dinner,Weight Loss
776,Pasta Primavera,400,14,58,12,6,Vegetarian,Dinner,Maintenance
777,Chicken Stir Fry with Noodles,450,30,45,16,4,Non-Vegetarian,Dinner,Maintenance
778,Vegetable Korma,350,10,40,18,6,Vegan,Dinner,Weight Loss
779,Egg Fried Rice,400,18,52,14,3,Non-Vegetarian,Dinner,Maintenance
780,Lentil Shepherd Pie,380,18,50,12,10,Vegan,Dinner,Weight Loss
781,Tandoori Chicken with Salad,350,38,12,16,3,Non-Vegetarian,Dinner,Weight Loss
782,Stuffed Bell Peppers,300,14,35,12,6,Vegetarian,Dinner,Weight Loss
783,Grilled Lentil with Basmati Rice,473,9,87,13,8,Vegan,Dinner,Maintenance
784,Spicy Soup with Herbs,749,22,53,10,5,Non-Vegetarian,Dinner,Muscle Gain
785,Spicy Salad with Herbs,275,39,37,35,3,Vegan,Dinner,Weight Loss
786,Steamed Wrap with Steamed Veggies,767,24,23,11,2,Non-Vegetarian,Dinner,Muscle Gain
787,Steamed Soup with Garlic Sauce,717,36,42,6,4,Vegan,Dinner,Muscle Gain
788,Baked Lentil Platter,609,39,52,4,5,Vegan,Dinner,Muscle Gain
789,Creamy Tofu with Steamed Veggies,644,27,50,30,5,Vegan,Dinner,Muscle Gain
790,Tandoori Quinoa Salad with Olive Oil,676,33,66,16,6,Vegan,Dinner,Muscle Gain
791,Roasted Soup with Basmati Rice,481,33,19,21,2,Non-Vegetarian,Dinner,Maintenance
792,Grilled Pasta Platter,282,13,29,17,2,Vegetarian,Dinner,Weight Loss
793,Tandoori Wrap Platter,425,36,38,20,3,Vegetarian,Dinner,Maintenance
794,Roasted Lentil with Olive Oil,588,22,63,19,6,Vegan,Dinner,Maintenance
795,Classic Salad with Garlic Sauce,513,21,39,10,3,Vegetarian,Dinner,Maintenance
796,Lemon Lentil with Basmati Rice,383,24,11,11,2,Vegan,Dinner,Weight Loss
797,Tandoori Beef with Steamed Veggies,301,18,90,16,9,Non-Vegetarian,Dinner,Weight Loss
798,Roasted Tofu with Basmati Rice,470,45,85,15,8,Non-Vegetarian,Dinner,Maintenance
799,Classic Avocado Toast with Garlic Sauce,649,12,69,22,6,Non-Vegetarian,Dinner,Muscle Gain
800,Baked Chicken with Herbs,434,41,85,4,8,Non-Vegetarian,Dinner,Maintenance
801,Spicy Quinoa Salad with Avocado,681,38,66,20,6,Non-Vegetarian,Dinner,Muscle Gain
802,Baked Avocado Toast with Steamed Veggies,489,24,85,34,8,Non-Vegetarian,Dinner,Maintenance
803,Roasted Tofu Platter,667,5,28,29,2,Vegan,Dinner,Muscle Gain
804,Classic Tofu Special,300,45,22,31,2,Vegan,Dinner,Weight Loss
805,Spicy Lentil with Steamed Veggies,500,27,57,30,5,Vegan,Dinner,Maintenance
806,Tandoori Avocado Toast Delight,309,20,58,25,5,Vegan,Dinner,Weight Loss
807,Baked Chicken Special,481,5,82,6,8,Non-Vegetarian,Dinner,Maintenance
808,Baked Pasta Delight,502,26,24,32,2,Vegan,Dinner,Maintenance
809,Healthy Salad with Olive Oil,468,42,58,26,5,Non-Vegetarian,Dinner,Maintenance
810,Garlic Quinoa Salad with Basmati Rice,270,40,36,16,3,Vegan,Dinner,Weight Loss
811,Creamy Pasta with Garlic Sauce,348,13,79,19,7,Vegan,Dinner,Weight Loss
812,Creamy Tofu Delight,715,19,88,5,8,Non-Vegetarian,Dinner,Muscle Gain
813,Steamed Quinoa Salad with Steamed Veggies,611,32,23,34,2,Vegetarian,Dinner,Muscle Gain
814,Crispy Stir-Fry Special,301,12,80,16,8,Vegetarian,Dinner,Weight Loss
815,Garlic Avocado Toast with Avocado,779,30,18,12,2,Vegan,Dinner,Muscle Gain
816,Classic Lentil with Herbs,253,14,30,6,3,Vegetarian,Dinner,Weight Loss
817,Steamed Stir-Fry Delight,739,24,15,17,2,Non-Vegetarian,Dinner,Muscle Gain
818,Tandoori Avocado Toast with Steamed Veggies,646,6,68,7,6,Vegan,Dinner,Muscle Gain
819,Garlic Stir-Fry with Avocado,277,16,90,34,9,Vegan,Dinner,Weight Loss
820,Tandoori Rice Bowl with Olive Oil,253,45,52,7,5,Vegetarian,Dinner,Weight Loss
821,Crispy Wrap Special,365,17,87,11,8,Vegetarian,Dinner,Weight Loss
822,Tandoori Avocado Toast Special,582,20,59,8,5,Vegan,Dinner,Maintenance
823,Garlic Wrap Platter,633,12,46,18,4,Vegan,Dinner,Muscle Gain
824,Crispy Wrap Platter,719,40,12,27,2,Vegan,Dinner,Muscle Gain
825,Grilled Avocado Toast with Avocado,675,35,90,14,9,Non-Vegetarian,Dinner,Muscle Gain
826,Tandoori Avocado Toast Platter,684,21,14,15,2,Non-Vegetarian,Dinner,Muscle Gain
827,Steamed Lentil with Garlic Sauce,327,28,65,28,6,Vegan,Dinner,Weight Loss
828,Healthy Tofu with Olive Oil,502,24,67,30,6,Vegetarian,Dinner,Maintenance
829,Spicy Tofu Special,572,37,30,4,3,Non-Vegetarian,Dinner,Maintenance
830,Crispy Paneer with Herbs,267,24,60,33,6,Vegetarian,Dinner,Weight Loss
831,Crispy Soup with Avocado,332,32,74,6,7,Vegan,Dinner,Weight Loss
832,Steamed Wrap with Garlic Sauce,328,45,48,8,4,Vegan,Dinner,Weight Loss
833,Baked Salad with Basmati Rice,615,24,68,7,6,Non-Vegetarian,Dinner,Muscle Gain
834,Grilled Rice Bowl with Avocado,579,37,81,9,8,Non-Vegetarian,Dinner,Maintenance
835,Tandoori Wrap Delight,763,22,89,10,8,Vegan,Dinner,Muscle Gain
836,Classic Soup with Steamed Veggies,685,21,84,17,8,Non-Vegetarian,Dinner,Muscle Gain
837,Roasted Salmon with Basmati Rice,485,40,48,17,4,Non-Vegetarian,Dinner,Maintenance
838,Lemon Oatmeal Delight,524,35,54,20,5,Non-Vegetarian,Dinner,Maintenance
839,Healthy Lentil Delight,462,35,37,15,3,Non-Vegetarian,Dinner,Maintenance
840,Classic Beef with Avocado,311,44,85,18,8,Non-Vegetarian,Dinner,Weight Loss
841,Steamed Wrap Platter,705,13,74,32,7,Vegetarian,Dinner,Muscle Gain
842,Garlic Chicken with Olive Oil,502,41,34,14,3,Non-Vegetarian,Dinner,Maintenance
843,Baked Stir-Fry with Steamed Veggies,467,28,40,6,4,Vegetarian,Dinner,Maintenance
844,Crispy Oatmeal with Basmati Rice,252,22,58,5,5,Vegan,Dinner,Weight Loss
845,Roasted Salad with Herbs,680,25,36,26,3,Non-Vegetarian,Dinner,Muscle Gain
846,Baked Chicken Platter,640,16,23,9,2,Non-Vegetarian,Dinner,Muscle Gain
847,Roasted Stir-Fry with Basmati Rice,431,24,20,5,2,Vegetarian,Dinner,Maintenance
848,Healthy Paneer with Herbs,391,32,67,35,6,Vegetarian,Dinner,Weight Loss
849,Spicy Quinoa Salad Special,286,40,41,13,4,Vegetarian,Dinner,Weight Loss
850,Baked Salad with Herbs,569,21,41,34,4,Vegetarian,Dinner,Maintenance
851,Steamed Stir-Fry with Steamed Veggies,776,30,52,30,5,Vegan,Dinner,Muscle Gain
852,Roasted Quinoa Salad Platter,354,27,13,33,2,Vegetarian,Dinner,Weight Loss
853,Healthy Tofu with Avocado,556,24,53,32,5,Vegetarian,Dinner,Maintenance
854,Roasted Tofu with Garlic Sauce,701,38,50,27,5,Vegan,Dinner,Muscle Gain
855,Roasted Avocado Toast with Herbs,442,18,85,25,8,Vegan,Dinner,Maintenance
856,Steamed Avocado Toast with Herbs,338,31,17,20,2,Non-Vegetarian,Dinner,Weight Loss
857,Tandoori Rice Bowl Delight,277,45,21,28,2,Non-Vegetarian,Dinner,Weight Loss
858,Grilled Salad Delight,535,42,10,8,2,Non-Vegetarian,Dinner,Maintenance
859,Healthy Salmon Platter,491,6,48,16,4,Non-Vegetarian,Dinner,Maintenance
860,Crispy Pasta with Basmati Rice,359,39,51,28,5,Vegan,Dinner,Weight Loss
861,Roasted Avocado Toast with Avocado,576,15,42,9,4,Vegan,Dinner,Maintenance
862,Tandoori Pasta with Olive Oil,477,9,83,26,8,Vegan,Dinner,Maintenance
863,Healthy Wrap Delight,208,28,35,21,3,Vegetarian,Dinner,Weight Loss
864,Creamy Salmon Delight,577,42,73,15,7,Non-Vegetarian,Dinner,Maintenance
865,Lemon Wrap with Basmati Rice,629,36,17,12,2,Vegan,Dinner,Muscle Gain
866,Spicy Pasta with Basmati Rice,732,31,57,32,5,Vegan,Dinner,Muscle Gain
867,Healthy Wrap with Olive Oil,412,33,49,32,4,Vegetarian,Dinner,Maintenance
868,Tandoori Pasta Platter,690,8,21,20,2,Vegetarian,Dinner,Muscle Gain
869,Crispy Quinoa Salad Delight,552,41,74,23,7,Vegetarian,Dinner,Maintenance
870,Spicy Lentil with Basmati Rice,230,22,17,33,2,Vegan,Dinner,Weight Loss
871,Garlic Paneer Special,698,25,32,25,3,Vegetarian,Dinner,Muscle Gain
872,Classic Quinoa Salad with Steamed Veggies,648,31,31,29,3,Vegan,Dinner,Muscle Gain
873,Spicy Paneer with Herbs,287,27,79,29,7,Non-Vegetarian,Dinner,Weight Loss
874,Creamy Salad with Avocado,685,42,80,25,8,Vegetarian,Dinner,Muscle Gain
875,Creamy Pasta Delight,320,35,16,7,2,Vegetarian,Dinner,Weight Loss
876,Garlic Lentil with Steamed Veggies,204,33,45,16,4,Non-Vegetarian,Dinner,Weight Loss
877,Healthy Avocado Toast with Steamed Veggies,505,23,68,24,6,Vegan,Dinner,Maintenance
878,Creamy Chicken with Steamed Veggies,310,6,16,10,2,Non-Vegetarian,Dinner,Weight Loss
879,Grilled Chicken Platter,790,41,38,24,3,Non-Vegetarian,Dinner,Muscle Gain
880,Lemon Avocado Toast Delight,539,40,89,33,8,Vegan,Dinner,Maintenance
881,Roasted Tofu with Herbs,427,5,53,25,5,Non-Vegetarian,Dinner,Maintenance
882,Spicy Oatmeal with Garlic Sauce,408,39,14,25,2,Vegan,Dinner,Maintenance
883,Spicy Chicken with Garlic Sauce,407,44,66,17,6,Non-Vegetarian,Dinner,Maintenance
884,Lemon Soup with Olive Oil,539,28,47,16,4,Vegan,Dinner,Maintenance
885,Healthy Tofu with Steamed Veggies,382,21,81,7,8,Vegan,Dinner,Weight Loss
886,Baked Stir-Fry with Herbs,488,33,58,28,5,Non-Vegetarian,Dinner,Maintenance
887,Lemon Avocado Toast with Basmati Rice,569,29,70,32,7,Vegetarian,Dinner,Maintenance
888,Creamy Stir-Fry with Herbs,435,29,59,11,5,Vegetarian,Dinner,Maintenance
889,Classic Pasta with Herbs,635,13,42,33,4,Non-Vegetarian,Dinner,Muscle Gain
890,Garlic Rice Bowl with Garlic Sauce,467,39,64,26,6,Vegan,Dinner,Maintenance
